#{"signature":"BA_NetworkPercolationExplosive_v7_N_400000_m_10_M_2","network_class":"NetworkBA_v7","percolation_class":"NetworkPercolationExplosive_v7","random_seed":1420893747,"m":10,"N":400000,"number_of_links":3999990,"number_of_nodes":400000,"M":2,"tc":0.7272,"dt":2.5e-06,"ensemble_size":2000,"En":2000,"date":"2019.12.6_23.48.2"}
# t=relative link density
# S_max = largest cluster
#<t>	<S_max>
0.6273875000000012	126.682
0.6273900000000012	126.6825
0.6273925000000012	126.6845
0.6273950000000013	126.705
0.6273975000000013	126.7145
0.6274000000000013	126.718
0.6274025000000013	126.718
0.6274050000000013	126.7345
0.6274075000000013	126.736
0.6274100000000014	126.7405
0.6274125000000014	126.743
0.6274150000000014	126.746
0.6274175000000014	126.749
0.6274200000000014	126.7495
0.6274225000000014	126.75
0.6274250000000015	126.75
0.6274275000000015	126.774
0.6274300000000015	126.7765
0.6274325000000015	126.779
0.6274350000000015	126.7795
0.6274375000000015	126.7795
0.6274400000000016	126.7825
0.6274425000000016	126.7825
0.6274450000000016	126.7895
0.6274475000000016	126.798
0.6274500000000016	126.8045
0.6274525000000016	126.8045
0.6274550000000017	126.8225
0.6274575000000017	126.8255
0.6274600000000017	126.829
0.6274625000000017	126.829
0.6274650000000017	126.8375
0.6274675000000017	126.842
0.6274700000000017	126.8425
0.6274725000000018	126.855
0.6274750000000018	126.8555
0.6274775000000018	126.8695
0.6274800000000018	126.8735
0.6274825000000018	126.8735
0.6274850000000018	126.874
0.6274875000000019	126.8805
0.6274900000000019	126.881
0.6274925000000019	126.8835
0.6274950000000019	126.887
0.6274975000000019	126.887
0.6275000000000019	126.8875
0.627502500000002	126.888
0.627505000000002	126.8885
0.627507500000002	126.891
0.627510000000002	126.892
0.627512500000002	126.899
0.627515000000002	126.899
0.6275175000000021	126.9035
0.6275200000000021	126.913
0.6275225000000021	126.9165
0.6275250000000021	126.917
0.6275275000000021	126.9225
0.6275300000000021	126.923
0.6275325000000022	126.923
0.6275350000000022	126.923
0.6275375000000022	126.9275
0.6275400000000022	126.9305
0.6275425000000022	126.9305
0.6275450000000022	126.931
0.6275475000000023	126.9355
0.6275500000000023	126.937
0.6275525000000023	126.957
0.6275550000000023	126.9625
0.6275575000000023	126.9625
0.6275600000000023	126.968
0.6275625000000024	126.9685
0.6275650000000024	126.9685
0.6275675000000024	126.9685
0.6275700000000024	126.98
0.6275725000000024	126.983
0.6275750000000024	126.9905
0.6275775000000025	126.995
0.6275800000000025	126.996
0.6275825000000025	126.9965
0.6275850000000025	126.9965
0.6275875000000025	126.998
0.6275900000000025	126.998
0.6275925000000026	126.9985
0.6275950000000026	126.9985
0.6275975000000026	127.0015
0.6276000000000026	127.0015
0.6276025000000026	127.011
0.6276050000000026	127.015
0.6276075000000026	127.0185
0.6276100000000027	127.0225
0.6276125000000027	127.0235
0.6276150000000027	127.024
0.6276175000000027	127.0245
0.6276200000000027	127.0265
0.6276225000000027	127.0265
0.6276250000000028	127.0285
0.6276275000000028	127.03
0.6276300000000028	127.0355
0.6276325000000028	127.0375
0.6276350000000028	127.0375
0.6276375000000028	127.0415
0.6276400000000029	127.045
0.6276425000000029	127.047
0.6276450000000029	127.048
0.6276475000000029	127.05
0.6276500000000029	127.0515
0.6276525000000029	127.0555
0.627655000000003	127.0685
0.627657500000003	127.0685
0.627660000000003	127.0685
0.627662500000003	127.072
0.627665000000003	127.076
0.627667500000003	127.081
0.6276700000000031	127.082
0.6276725000000031	127.0855
0.6276750000000031	127.0915
0.6276775000000031	127.107
0.6276800000000031	127.107
0.6276825000000031	127.108
0.6276850000000032	127.118
0.6276875000000032	127.128
0.6276900000000032	127.131
0.6276925000000032	127.133
0.6276950000000032	127.1485
0.6276975000000032	127.166
0.6277000000000033	127.18
0.6277025000000033	127.1805
0.6277050000000033	127.1865
0.6277075000000033	127.1865
0.6277100000000033	127.1895
0.6277125000000033	127.19
0.6277150000000034	127.1915
0.6277175000000034	127.2045
0.6277200000000034	127.2045
0.6277225000000034	127.2075
0.6277250000000034	127.2105
0.6277275000000034	127.212
0.6277300000000035	127.2125
0.6277325000000035	127.2235
0.6277350000000035	127.2355
0.6277375000000035	127.236
0.6277400000000035	127.236
0.6277425000000035	127.2365
0.6277450000000036	127.242
0.6277475000000036	127.243
0.6277500000000036	127.2465
0.6277525000000036	127.253
0.6277550000000036	127.2625
0.6277575000000036	127.2625
0.6277600000000036	127.265
0.6277625000000037	127.265
0.6277650000000037	127.2685
0.6277675000000037	127.2785
0.6277700000000037	127.279
0.6277725000000037	127.284
0.6277750000000037	127.2875
0.6277775000000038	127.288
0.6277800000000038	127.294
0.6277825000000038	127.3065
0.6277850000000038	127.307
0.6277875000000038	127.3135
0.6277900000000038	127.321
0.6277925000000039	127.321
0.6277950000000039	127.3225
0.6277975000000039	127.3285
0.6278000000000039	127.329
0.6278025000000039	127.332
0.6278050000000039	127.3355
0.627807500000004	127.3355
0.627810000000004	127.3365
0.627812500000004	127.3365
0.627815000000004	127.338
0.627817500000004	127.3435
0.627820000000004	127.3435
0.6278225000000041	127.3465
0.6278250000000041	127.3585
0.6278275000000041	127.359
0.6278300000000041	127.368
0.6278325000000041	127.3735
0.6278350000000041	127.3935
0.6278375000000042	127.3935
0.6278400000000042	127.4065
0.6278425000000042	127.4065
0.6278450000000042	127.407
0.6278475000000042	127.408
0.6278500000000042	127.42
0.6278525000000043	127.427
0.6278550000000043	127.4295
0.6278575000000043	127.436
0.6278600000000043	127.4365
0.6278625000000043	127.4365
0.6278650000000043	127.4375
0.6278675000000044	127.438
0.6278700000000044	127.44
0.6278725000000044	127.443
0.6278750000000044	127.4555
0.6278775000000044	127.4635
0.6278800000000044	127.4645
0.6278825000000045	127.4645
0.6278850000000045	127.4685
0.6278875000000045	127.469
0.6278900000000045	127.47
0.6278925000000045	127.49
0.6278950000000045	127.5165
0.6278975000000045	127.5175
0.6279000000000046	127.5175
0.6279025000000046	127.5275
0.6279050000000046	127.53
0.6279075000000046	127.5515
0.6279100000000046	127.5655
0.6279125000000046	127.574
0.6279150000000047	127.577
0.6279175000000047	127.578
0.6279200000000047	127.58
0.6279225000000047	127.5805
0.6279250000000047	127.5905
0.6279275000000047	127.6005
0.6279300000000048	127.601
0.6279325000000048	127.601
0.6279350000000048	127.602
0.6279375000000048	127.603
0.6279400000000048	127.6225
0.6279425000000048	127.623
0.6279450000000049	127.6305
0.6279475000000049	127.6305
0.6279500000000049	127.6305
0.6279525000000049	127.6305
0.6279550000000049	127.632
0.6279575000000049	127.6325
0.627960000000005	127.637
0.627962500000005	127.637
0.627965000000005	127.646
0.627967500000005	127.6465
0.627970000000005	127.6465
0.627972500000005	127.65
0.6279750000000051	127.652
0.6279775000000051	127.682
0.6279800000000051	127.686
0.6279825000000051	127.689
0.6279850000000051	127.697
0.6279875000000051	127.698
0.6279900000000052	127.698
0.6279925000000052	127.698
0.6279950000000052	127.6995
0.6279975000000052	127.7
0.6280000000000052	127.7045
0.6280025000000052	127.708
0.6280050000000053	127.711
0.6280075000000053	127.713
0.6280100000000053	127.713
0.6280125000000053	127.7185
0.6280150000000053	127.7325
0.6280175000000053	127.7345
0.6280200000000054	127.7365
0.6280225000000054	127.7405
0.6280250000000054	127.7405
0.6280275000000054	127.7445
0.6280300000000054	127.745
0.6280325000000054	127.748
0.6280350000000055	127.748
0.6280375000000055	127.7505
0.6280400000000055	127.753
0.6280425000000055	127.753
0.6280450000000055	127.753
0.6280475000000055	127.7585
0.6280500000000055	127.7615
0.6280525000000056	127.762
0.6280550000000056	127.7625
0.6280575000000056	127.7685
0.6280600000000056	127.7715
0.6280625000000056	127.773
0.6280650000000056	127.7785
0.6280675000000057	127.781
0.6280700000000057	127.781
0.6280725000000057	127.791
0.6280750000000057	127.791
0.6280775000000057	127.791
0.6280800000000057	127.791
0.6280825000000058	127.8025
0.6280850000000058	127.808
0.6280875000000058	127.8085
0.6280900000000058	127.8085
0.6280925000000058	127.812
0.6280950000000058	127.8245
0.6280975000000059	127.8275
0.6281000000000059	127.8305
0.6281025000000059	127.8395
0.6281050000000059	127.841
0.6281075000000059	127.842
0.6281100000000059	127.8475
0.628112500000006	127.8475
0.628115000000006	127.849
0.628117500000006	127.8505
0.628120000000006	127.8505
0.628122500000006	127.851
0.628125000000006	127.851
0.6281275000000061	127.8515
0.6281300000000061	127.8575
0.6281325000000061	127.8615
0.6281350000000061	127.87
0.6281375000000061	127.87
0.6281400000000061	127.873
0.6281425000000062	127.8735
0.6281450000000062	127.874
0.6281475000000062	127.875
0.6281500000000062	127.875
0.6281525000000062	127.88
0.6281550000000062	127.88
0.6281575000000063	127.88
0.6281600000000063	127.8875
0.6281625000000063	127.8915
0.6281650000000063	127.8915
0.6281675000000063	127.8975
0.6281700000000063	127.908
0.6281725000000064	127.9095
0.6281750000000064	127.9095
0.6281775000000064	127.9095
0.6281800000000064	127.916
0.6281825000000064	127.9195
0.6281850000000064	127.922
0.6281875000000064	127.9225
0.6281900000000065	127.923
0.6281925000000065	127.923
0.6281950000000065	127.9235
0.6281975000000065	127.9235
0.6282000000000065	127.9255
0.6282025000000065	127.9265
0.6282050000000066	127.935
0.6282075000000066	127.9395
0.6282100000000066	127.94
0.6282125000000066	127.9445
0.6282150000000066	127.9485
0.6282175000000066	127.9485
0.6282200000000067	127.9545
0.6282225000000067	127.9545
0.6282250000000067	127.9545
0.6282275000000067	127.955
0.6282300000000067	127.9565
0.6282325000000067	127.9655
0.6282350000000068	127.9695
0.6282375000000068	127.9695
0.6282400000000068	127.9705
0.6282425000000068	127.9775
0.6282450000000068	127.9825
0.6282475000000068	127.983
0.6282500000000069	127.983
0.6282525000000069	127.9905
0.6282550000000069	127.991
0.6282575000000069	128.001
0.6282600000000069	128.0015
0.6282625000000069	128.003
0.628265000000007	128.0035
0.628267500000007	128.0065
0.628270000000007	128.0185
0.628272500000007	128.019
0.628275000000007	128.021
0.628277500000007	128.024
0.6282800000000071	128.026
0.6282825000000071	128.026
0.6282850000000071	128.0265
0.6282875000000071	128.034
0.6282900000000071	128.037
0.6282925000000071	128.038
0.6282950000000072	128.038
0.6282975000000072	128.039
0.6283000000000072	128.0615
0.6283025000000072	128.062
0.6283050000000072	128.0675
0.6283075000000072	128.0835
0.6283100000000073	128.0845
0.6283125000000073	128.0845
0.6283150000000073	128.0885
0.6283175000000073	128.1
0.6283200000000073	128.1005
0.6283225000000073	128.1005
0.6283250000000073	128.102
0.6283275000000074	128.103
0.6283300000000074	128.1165
0.6283325000000074	128.1305
0.6283350000000074	128.1335
0.6283375000000074	128.1335
0.6283400000000074	128.134
0.6283425000000075	128.1425
0.6283450000000075	128.144
0.6283475000000075	128.144
0.6283500000000075	128.149
0.6283525000000075	128.1495
0.6283550000000075	128.1505
0.6283575000000076	128.1515
0.6283600000000076	128.152
0.6283625000000076	128.16
0.6283650000000076	128.16
0.6283675000000076	128.1605
0.6283700000000076	128.1605
0.6283725000000077	128.1635
0.6283750000000077	128.1665
0.6283775000000077	128.1695
0.6283800000000077	128.1695
0.6283825000000077	128.1705
0.6283850000000077	128.172
0.6283875000000078	128.181
0.6283900000000078	128.1815
0.6283925000000078	128.1815
0.6283950000000078	128.1815
0.6283975000000078	128.1815
0.6284000000000078	128.1925
0.6284025000000079	128.193
0.6284050000000079	128.196
0.6284075000000079	128.1965
0.6284100000000079	128.1985
0.6284125000000079	128.205
0.6284150000000079	128.2125
0.628417500000008	128.2175
0.628420000000008	128.2215
0.628422500000008	128.229
0.628425000000008	128.232
0.628427500000008	128.2515
0.628430000000008	128.258
0.6284325000000081	128.258
0.6284350000000081	128.258
0.6284375000000081	128.2625
0.6284400000000081	128.2665
0.6284425000000081	128.2725
0.6284450000000081	128.2725
0.6284475000000082	128.273
0.6284500000000082	128.2735
0.6284525000000082	128.276
0.6284550000000082	128.2885
0.6284575000000082	128.305
0.6284600000000082	128.305
0.6284625000000083	128.309
0.6284650000000083	128.309
0.6284675000000083	128.3245
0.6284700000000083	128.329
0.6284725000000083	128.341
0.6284750000000083	128.342
0.6284775000000083	128.3445
0.6284800000000084	128.345
0.6284825000000084	128.3455
0.6284850000000084	128.381
0.6284875000000084	128.396
0.6284900000000084	128.3975
0.6284925000000084	128.4
0.6284950000000085	128.4005
0.6284975000000085	128.4005
0.6285000000000085	128.401
0.6285025000000085	128.4105
0.6285050000000085	128.412
0.6285075000000085	128.412
0.6285100000000086	128.412
0.6285125000000086	128.4155
0.6285150000000086	128.418
0.6285175000000086	128.424
0.6285200000000086	128.425
0.6285225000000086	128.425
0.6285250000000087	128.431
0.6285275000000087	128.4345
0.6285300000000087	128.4435
0.6285325000000087	128.4445
0.6285350000000087	128.445
0.6285375000000087	128.445
0.6285400000000088	128.446
0.6285425000000088	128.4535
0.6285450000000088	128.4535
0.6285475000000088	128.476
0.6285500000000088	128.4795
0.6285525000000088	128.481
0.6285550000000089	128.49
0.6285575000000089	128.499
0.6285600000000089	128.5
0.6285625000000089	128.5
0.6285650000000089	128.501
0.6285675000000089	128.501
0.628570000000009	128.5015
0.628572500000009	128.5015
0.628575000000009	128.5025
0.628577500000009	128.5025
0.628580000000009	128.507
0.628582500000009	128.513
0.6285850000000091	128.524
0.6285875000000091	128.543
0.6285900000000091	128.5435
0.6285925000000091	128.5625
0.6285950000000091	128.569
0.6285975000000091	128.574
0.6286000000000092	128.5745
0.6286025000000092	128.5745
0.6286050000000092	128.575
0.6286075000000092	128.575
0.6286100000000092	128.58
0.6286125000000092	128.5855
0.6286150000000092	128.589
0.6286175000000093	128.5975
0.6286200000000093	128.598
0.6286225000000093	128.598
0.6286250000000093	128.603
0.6286275000000093	128.603
0.6286300000000093	128.6045
0.6286325000000094	128.6055
0.6286350000000094	128.6115
0.6286375000000094	128.6165
0.6286400000000094	128.6165
0.6286425000000094	128.618
0.6286450000000094	128.6205
0.6286475000000095	128.6205
0.6286500000000095	128.624
0.6286525000000095	128.631
0.6286550000000095	128.631
0.6286575000000095	128.632
0.6286600000000095	128.6385
0.6286625000000096	128.6405
0.6286650000000096	128.644
0.6286675000000096	128.6445
0.6286700000000096	128.651
0.6286725000000096	128.651
0.6286750000000096	128.651
0.6286775000000097	128.651
0.6286800000000097	128.654
0.6286825000000097	128.661
0.6286850000000097	128.6645
0.6286875000000097	128.6755
0.6286900000000097	128.6845
0.6286925000000098	128.7075
0.6286950000000098	128.708
0.6286975000000098	128.7135
0.6287000000000098	128.7135
0.6287025000000098	128.714
0.6287050000000098	128.714
0.6287075000000099	128.7145
0.6287100000000099	128.7285
0.6287125000000099	128.7285
0.6287150000000099	128.7295
0.6287175000000099	128.7325
0.6287200000000099	128.737
0.62872250000001	128.7375
0.62872500000001	128.7395
0.62872750000001	128.744
0.62873000000001	128.748
0.62873250000001	128.748
0.62873500000001	128.7565
0.6287375000000101	128.7565
0.6287400000000101	128.762
0.6287425000000101	128.7625
0.6287450000000101	128.774
0.6287475000000101	128.774
0.6287500000000101	128.776
0.6287525000000102	128.776
0.6287550000000102	128.7955
0.6287575000000102	128.7975
0.6287600000000102	128.813
0.6287625000000102	128.816
0.6287650000000102	128.8165
0.6287675000000102	128.8225
0.6287700000000103	128.8295
0.6287725000000103	128.8295
0.6287750000000103	128.8325
0.6287775000000103	128.84
0.6287800000000103	128.8465
0.6287825000000103	128.847
0.6287850000000104	128.856
0.6287875000000104	128.8595
0.6287900000000104	128.8615
0.6287925000000104	128.8615
0.6287950000000104	128.8615
0.6287975000000104	128.862
0.6288000000000105	128.862
0.6288025000000105	128.867
0.6288050000000105	128.8685
0.6288075000000105	128.8685
0.6288100000000105	128.8685
0.6288125000000105	128.8685
0.6288150000000106	128.869
0.6288175000000106	128.8795
0.6288200000000106	128.8815
0.6288225000000106	128.892
0.6288250000000106	128.892
0.6288275000000106	128.8975
0.6288300000000107	128.8975
0.6288325000000107	128.9105
0.6288350000000107	128.9115
0.6288375000000107	128.912
0.6288400000000107	128.912
0.6288425000000107	128.912
0.6288450000000108	128.9135
0.6288475000000108	128.938
0.6288500000000108	128.938
0.6288525000000108	128.941
0.6288550000000108	128.9505
0.6288575000000108	128.9555
0.6288600000000109	128.961
0.6288625000000109	128.964
0.6288650000000109	128.965
0.6288675000000109	128.966
0.6288700000000109	128.966
0.6288725000000109	128.9745
0.628875000000011	128.984
0.628877500000011	128.9985
0.628880000000011	128.9985
0.628882500000011	128.999
0.628885000000011	129.0035
0.628887500000011	129.0035
0.6288900000000111	129.0055
0.6288925000000111	129.009
0.6288950000000111	129.0105
0.6288975000000111	129.0105
0.6289000000000111	129.0105
0.6289025000000111	129.0105
0.6289050000000111	129.0105
0.6289075000000112	129.015
0.6289100000000112	129.0155
0.6289125000000112	129.0205
0.6289150000000112	129.031
0.6289175000000112	129.031
0.6289200000000112	129.031
0.6289225000000113	129.046
0.6289250000000113	129.0665
0.6289275000000113	129.073
0.6289300000000113	129.0735
0.6289325000000113	129.0815
0.6289350000000113	129.0935
0.6289375000000114	129.095
0.6289400000000114	129.095
0.6289425000000114	129.0975
0.6289450000000114	129.1
0.6289475000000114	129.1035
0.6289500000000114	129.1135
0.6289525000000115	129.1245
0.6289550000000115	129.127
0.6289575000000115	129.1275
0.6289600000000115	129.1345
0.6289625000000115	129.135
0.6289650000000115	129.1455
0.6289675000000116	129.1455
0.6289700000000116	129.1455
0.6289725000000116	129.1475
0.6289750000000116	129.159
0.6289775000000116	129.1725
0.6289800000000116	129.1725
0.6289825000000117	129.1735
0.6289850000000117	129.1775
0.6289875000000117	129.1925
0.6289900000000117	129.1925
0.6289925000000117	129.1935
0.6289950000000117	129.197
0.6289975000000118	129.198
0.6290000000000118	129.21
0.6290025000000118	129.21
0.6290050000000118	129.212
0.6290075000000118	129.213
0.6290100000000118	129.2165
0.6290125000000119	129.218
0.6290150000000119	129.224
0.6290175000000119	129.2325
0.6290200000000119	129.233
0.6290225000000119	129.249
0.6290250000000119	129.2525
0.629027500000012	129.259
0.629030000000012	129.2595
0.629032500000012	129.266
0.629035000000012	129.266
0.629037500000012	129.266
0.629040000000012	129.2725
0.6290425000000121	129.274
0.6290450000000121	129.2765
0.6290475000000121	129.2765
0.6290500000000121	129.279
0.6290525000000121	129.279
0.6290550000000121	129.2855
0.6290575000000121	129.2865
0.6290600000000122	129.2915
0.6290625000000122	129.293
0.6290650000000122	129.2955
0.6290675000000122	129.2985
0.6290700000000122	129.303
0.6290725000000122	129.312
0.6290750000000123	129.312
0.6290775000000123	129.3125
0.6290800000000123	129.3125
0.6290825000000123	129.313
0.6290850000000123	129.3155
0.6290875000000123	129.3165
0.6290900000000124	129.318
0.6290925000000124	129.318
0.6290950000000124	129.324
0.6290975000000124	129.324
0.6291000000000124	129.324
0.6291025000000124	129.3275
0.6291050000000125	129.329
0.6291075000000125	129.3295
0.6291100000000125	129.3315
0.6291125000000125	129.338
0.6291150000000125	129.338
0.6291175000000125	129.346
0.6291200000000126	129.3555
0.6291225000000126	129.3605
0.6291250000000126	129.361
0.6291275000000126	129.362
0.6291300000000126	129.365
0.6291325000000126	129.367
0.6291350000000127	129.367
0.6291375000000127	129.367
0.6291400000000127	129.373
0.6291425000000127	129.373
0.6291450000000127	129.38
0.6291475000000127	129.405
0.6291500000000128	129.43
0.6291525000000128	129.4335
0.6291550000000128	129.436
0.6291575000000128	129.436
0.6291600000000128	129.436
0.6291625000000128	129.4405
0.6291650000000129	129.441
0.6291675000000129	129.441
0.6291700000000129	129.441
0.6291725000000129	129.442
0.6291750000000129	129.442
0.6291775000000129	129.444
0.629180000000013	129.444
0.629182500000013	129.453
0.629185000000013	129.457
0.629187500000013	129.46
0.629190000000013	129.461
0.629192500000013	129.462
0.629195000000013	129.462
0.6291975000000131	129.463
0.6292000000000131	129.4655
0.6292025000000131	129.4655
0.6292050000000131	129.466
0.6292075000000131	129.469
0.6292100000000131	129.469
0.6292125000000132	129.471
0.6292150000000132	129.4805
0.6292175000000132	129.491
0.6292200000000132	129.5025
0.6292225000000132	129.503
0.6292250000000132	129.503
0.6292275000000133	129.5035
0.6292300000000133	129.506
0.6292325000000133	129.506
0.6292350000000133	129.5095
0.6292375000000133	129.5105
0.6292400000000133	129.5105
0.6292425000000134	129.518
0.6292450000000134	129.521
0.6292475000000134	129.521
0.6292500000000134	129.527
0.6292525000000134	129.53
0.6292550000000134	129.5345
0.6292575000000135	129.5365
0.6292600000000135	129.539
0.6292625000000135	129.555
0.6292650000000135	129.558
0.6292675000000135	129.56
0.6292700000000135	129.564
0.6292725000000136	129.565
0.6292750000000136	129.567
0.6292775000000136	129.567
0.6292800000000136	129.5735
0.6292825000000136	129.581
0.6292850000000136	129.584
0.6292875000000137	129.5845
0.6292900000000137	129.586
0.6292925000000137	129.586
0.6292950000000137	129.61
0.6292975000000137	129.61
0.6293000000000137	129.6105
0.6293025000000138	129.6245
0.6293050000000138	129.6255
0.6293075000000138	129.6335
0.6293100000000138	129.6335
0.6293125000000138	129.637
0.6293150000000138	129.64
0.6293175000000139	129.64
0.6293200000000139	129.64
0.6293225000000139	129.64
0.6293250000000139	129.6535
0.6293275000000139	129.654
0.6293300000000139	129.6545
0.629332500000014	129.677
0.629335000000014	129.6775
0.629337500000014	129.7015
0.629340000000014	129.711
0.629342500000014	129.719
0.629345000000014	129.722
0.629347500000014	129.729
0.6293500000000141	129.7415
0.6293525000000141	129.7455
0.6293550000000141	129.7465
0.6293575000000141	129.7465
0.6293600000000141	129.7475
0.6293625000000141	129.7475
0.6293650000000142	129.7505
0.6293675000000142	129.7505
0.6293700000000142	129.7595
0.6293725000000142	129.761
0.6293750000000142	129.761
0.6293775000000142	129.762
0.6293800000000143	129.7625
0.6293825000000143	129.7635
0.6293850000000143	129.7695
0.6293875000000143	129.7695
0.6293900000000143	129.777
0.6293925000000143	129.78
0.6293950000000144	129.78
0.6293975000000144	129.78
0.6294000000000144	129.781
0.6294025000000144	129.781
0.6294050000000144	129.781
0.6294075000000144	129.7885
0.6294100000000145	129.7885
0.6294125000000145	129.7895
0.6294150000000145	129.7915
0.6294175000000145	129.8175
0.6294200000000145	129.8175
0.6294225000000145	129.8365
0.6294250000000146	129.8385
0.6294275000000146	129.8385
0.6294300000000146	129.8385
0.6294325000000146	129.8385
0.6294350000000146	129.843
0.6294375000000146	129.843
0.6294400000000147	129.85
0.6294425000000147	129.8505
0.6294450000000147	129.851
0.6294475000000147	129.851
0.6294500000000147	129.852
0.6294525000000147	129.852
0.6294550000000148	129.852
0.6294575000000148	129.8525
0.6294600000000148	129.8595
0.6294625000000148	129.8595
0.6294650000000148	129.862
0.6294675000000148	129.8695
0.6294700000000149	129.873
0.6294725000000149	129.874
0.6294750000000149	129.8745
0.6294775000000149	129.8835
0.6294800000000149	129.886
0.6294825000000149	129.8875
0.6294850000000149	129.8885
0.629487500000015	129.889
0.629490000000015	129.8955
0.629492500000015	129.897
0.629495000000015	129.9025
0.629497500000015	129.903
0.629500000000015	129.903
0.6295025000000151	129.903
0.6295050000000151	129.9125
0.6295075000000151	129.9125
0.6295100000000151	129.913
0.6295125000000151	129.9225
0.6295150000000151	129.926
0.6295175000000152	129.93
0.6295200000000152	129.9415
0.6295225000000152	129.9415
0.6295250000000152	129.942
0.6295275000000152	129.946
0.6295300000000152	129.9485
0.6295325000000153	129.9535
0.6295350000000153	129.954
0.6295375000000153	129.9585
0.6295400000000153	129.9585
0.6295425000000153	129.959
0.6295450000000153	129.96
0.6295475000000154	129.9625
0.6295500000000154	129.966
0.6295525000000154	129.988
0.6295550000000154	129.989
0.6295575000000154	129.989
0.6295600000000154	129.9945
0.6295625000000155	129.995
0.6295650000000155	130.027
0.6295675000000155	130.0275
0.6295700000000155	130.0275
0.6295725000000155	130.0275
0.6295750000000155	130.0285
0.6295775000000156	130.0305
0.6295800000000156	130.045
0.6295825000000156	130.055
0.6295850000000156	130.069
0.6295875000000156	130.0795
0.6295900000000156	130.0845
0.6295925000000157	130.086
0.6295950000000157	130.086
0.6295975000000157	130.0905
0.6296000000000157	130.0905
0.6296025000000157	130.092
0.6296050000000157	130.092
0.6296075000000158	130.095
0.6296100000000158	130.095
0.6296125000000158	130.095
0.6296150000000158	130.0985
0.6296175000000158	130.1005
0.6296200000000158	130.1005
0.6296225000000159	130.1005
0.6296250000000159	130.102
0.6296275000000159	130.1065
0.6296300000000159	130.107
0.6296325000000159	130.107
0.6296350000000159	130.107
0.6296375000000159	130.107
0.629640000000016	130.108
0.629642500000016	130.1085
0.629645000000016	130.112
0.629647500000016	130.1125
0.629650000000016	130.1125
0.629652500000016	130.1125
0.6296550000000161	130.116
0.6296575000000161	130.1235
0.6296600000000161	130.124
0.6296625000000161	130.125
0.6296650000000161	130.125
0.6296675000000161	130.1255
0.6296700000000162	130.129
0.6296725000000162	130.129
0.6296750000000162	130.129
0.6296775000000162	130.1295
0.6296800000000162	130.1305
0.6296825000000162	130.1305
0.6296850000000163	130.137
0.6296875000000163	130.1415
0.6296900000000163	130.142
0.6296925000000163	130.158
0.6296950000000163	130.158
0.6296975000000163	130.158
0.6297000000000164	130.1585
0.6297025000000164	130.1635
0.6297050000000164	130.1715
0.6297075000000164	130.195
0.6297100000000164	130.1975
0.6297125000000164	130.2115
0.6297150000000165	130.2115
0.6297175000000165	130.2115
0.6297200000000165	130.2125
0.6297225000000165	130.2195
0.6297250000000165	130.2195
0.6297275000000165	130.221
0.6297300000000166	130.221
0.6297325000000166	130.223
0.6297350000000166	130.2235
